Seizoen,Datum,Thuisclub,Uitclub,Thuisscore,Uitscore
1992-1993,1992-11-29,FC Twente,Cambuur Leeuwarden,1,1
1992-1993,1992-11-29,FC Utrecht,Roda JC,2,1
1992-1993,1992-11-29,Feyenoord,MVV,3,4
1992-1993,1992-11-29,Fortuna Sittard,RKC,4,1
1992-1993,1992-11-29,Go Ahead Eagles,PSV,0,3
1992-1993,1992-11-29,Vitesse,Sparta,3,2
1992-1993,1992-11-29,Willem II,FC Den Bosch,1,1
1992-1993,1992-12-06,Ajax,FC Twente,0,1
1992-1993,1992-12-06,FC Den Bosch,FC Groningen,0,2
1992-1993,1992-12-06,FC Volendam,Go Ahead Eagles,1,0
1992-1993,1992-12-06,Feyenoord,Vitesse,2,2
1992-1993,1992-12-06,MVV,Willem II,2,0
1992-1993,1992-12-06,Roda JC,Dordrecht `90,1,3
1992-1993,1992-12-13,Cambuur Leeuwarden,Fortuna Sittard,1,3
1992-1993,1992-12-13,Dordrecht `90,FC Utrecht,0,2
1992-1993,1992-12-13,FC Volendam,Willem II,5,1
1992-1993,1992-12-20,FC Groningen,MVV,2,1
1992-1993,1992-12-20,FC Utrecht,Cambuur Leeuwarden,1,1
1992-1993,1992-12-20,Go Ahead Eagles,Roda JC,2,0
1992-1993,1992-12-20,PSV,Vitesse,1,0
1992-1993,1992-12-20,Sparta,FC Volendam,0,2
1992-1993,1992-12-20,Willem II,Feyenoord,0,2
1992-1993,1993-01-10,RKC,FC Utrecht,2,4
1992-1993,1993-01-13,Dordrecht `90,RKC,0,1
1992-1993,1993-01-13,Roda JC,Feyenoord,1,2
1992-1993,1993-01-17,Ajax,FC Utrecht,1,1
1992-1993,1993-01-17,Cambuur Leeuwarden,Dordrecht `90,5,0
1992-1993,1993-01-17,FC Den Bosch,Fortuna Sittard,1,2
1992-1993,1993-01-17,FC Volendam,PSV,3,1
1992-1993,1993-01-17,Feyenoord,FC Groningen,3,1
1992-1993,1993-01-17,MVV,FC Twente,2,0
1992-1993,1993-01-17,RKC,Go Ahead Eagles,2,1
1992-1993,1993-01-17,Roda JC,Sparta,1,2
1992-1993,1993-01-17,Vitesse,Willem II,2,0
1992-1993,1993-01-20,FC Twente,FC Den Bosch,5,0
1992-1993,1993-01-24,Ajax,Dordrecht `90,4,1
1992-1993,1993-01-24,Cambuur Leeuwarden,Go Ahead Eagles,1,1
1992-1993,1993-01-24,FC Den Bosch,FC Utrecht,2,0
1992-1993,1993-01-24,Feyenoord,FC Twente,1,1
1992-1993,1993-01-24,MVV,Fortuna Sittard,5,0
1992-1993,1993-01-24,RKC,Sparta,4,0
1992-1993,1993-01-24,Vitesse,FC Volendam,0,0
1992-1993,1993-01-24,Willem II,FC Groningen,1,1
1992-1993,1993-01-27,Ajax,Vitesse,4,0
1992-1993,1993-01-31,Dordrecht `90,FC Den Bosch,1,1
1992-1993,1993-01-31,FC Utrecht,MVV,0,1
1992-1993,1993-01-31,FC Volendam,Roda JC,0,0
1992-1993,1993-01-31,Fortuna Sittard,Feyenoord,0,1
1992-1993,1993-01-31,Go Ahead Eagles,Ajax,0,6
1992-1993,1993-01-31,PSV,RKC,0,3
1992-1993,1993-01-31,Sparta,Cambuur Leeuwarden,2,2
1992-1993,1993-02-03,PSV,Sparta,3,1
1992-1993,1993-02-07,Ajax,Sparta,6,0
1992-1993,1993-02-07,Cambuur Leeuwarden,PSV,0,1
1992-1993,1993-02-07,FC Den Bosch,Go Ahead Eagles,0,1
1992-1993,1993-02-07,FC Groningen,FC Twente,1,1
1992-1993,1993-02-07,Feyenoord,FC Utrecht,0,0
1992-1993,1993-02-07,MVV,Dordrecht `90,1,0
1992-1993,1993-02-07,RKC,FC Volendam,2,3
1992-1993,1993-02-07,Vitesse,Roda JC,6,1
1992-1993,1993-02-07,Willem II,Fortuna Sittard,2,0
1992-1993,1993-02-10,FC Twente,Willem II,1,0
1992-1993,1993-02-10,Fortuna Sittard,Ajax,1,4
1992-1993,1993-02-14,Dordrecht `90,Feyenoord,1,5
1992-1993,1993-02-14,FC Twente,Vitesse,0,0
1992-1993,1993-02-14,FC Utrecht,Willem II,0,1
1992-1993,1993-02-14,FC Volendam,Cambuur Leeuwarden,0,0
1992-1993,1993-02-14,Go Ahead Eagles,MVV,1,2
1992-1993,1993-02-14,PSV,Ajax,2,1
1992-1993,1993-02-14,Roda JC,RKC,1,1
1992-1993,1993-02-14,Sparta,FC Den Bosch,2,0
1992-1993,1993-02-21,FC Groningen,Vitesse,0,1
1992-1993,1993-02-21,Sparta,FC Twente,2,3
1992-1993,1993-02-28,Cambuur Leeuwarden,Roda JC,1,1
1992-1993,1993-02-28,FC Den Bosch,PSV,2,2
1992-1993,1993-02-28,FC Twente,Fortuna Sittard,4,1
1992-1993,1993-02-28,Feyenoord,Go Ahead Eagles,4,2
1992-1993,1993-02-28,MVV,Sparta,0,2
1992-1993,1993-02-28,Vitesse,RKC,2,2
1992-1993,1993-02-28,Willem II,Dordrecht `90,5,0
1992-1993,1993-03-07,Dordrecht `90,FC Groningen,0,0
1992-1993,1993-03-07,FC Utrecht,FC Twente,0,1
1992-1993,1993-03-07,FC Volendam,Ajax,0,0
1992-1993,1993-03-07,Fortuna Sittard,Vitesse,1,2
1992-1993,1993-03-07,Go Ahead Eagles,Willem II,0,0
1992-1993,1993-03-07,PSV,MVV,2,1
1992-1993,1993-03-07,RKC,Cambuur Leeuwarden,2,2
1992-1993,1993-03-07,Sparta,Feyenoord,0,2
1992-1993,1993-03-10,FC Volendam,FC Den Bosch,3,0
1992-1993,1993-03-10,Roda JC,Ajax,1,3
1992-1993,1993-03-14,Ajax,RKC,2,1
1992-1993,1993-03-14,FC Den Bosch,Roda JC,4,3
1992-1993,1993-03-14,FC Groningen,Go Ahead Eagles,2,1
1992-1993,1993-03-14,FC Twente,Dordrecht `90,2,3
1992-1993,1993-03-14,Feyenoord,PSV,1,1
1992-1993,1993-03-14,Fortuna Sittard,FC Utrecht,1,1
1992-1993,1993-03-14,MVV,FC Volendam,0,1
1992-1993,1993-03-14,Vitesse,Cambuur Leeuwarden,1,1
1992-1993,1993-03-14,Willem II,Sparta,5,0
1992-1993,1993-03-21,Cambuur Leeuwarden,Ajax,1,3
1992-1993,1993-03-21,Dordrecht `90,Fortuna Sittard,1,2
1992-1993,1993-03-21,FC Utrecht,Vitesse,0,3
1992-1993,1993-03-21,FC Volendam,Feyenoord,1,2
1992-1993,1993-03-21,Go Ahead Eagles,FC Twente,2,1
1992-1993,1993-03-21,PSV,Willem II,1,1
1992-1993,1993-03-21,RKC,FC Den Bosch,4,2
1992-1993,1993-03-21,Roda JC,MVV,0,0
1992-1993,1993-03-21,Sparta,FC Groningen,1,0
1992-1993,1993-03-28,FC Den Bosch,Cambuur Leeuwarden,3,2
1992-1993,1993-03-28,FC Groningen,PSV,0,1
1992-1993,1993-03-28,FC Twente,Sparta,5,0
1992-1993,1993-03-28,FC Utrecht,Dordrecht `90,1,1
1992-1993,1993-03-28,Feyenoord,Roda JC,3,0
1992-1993,1993-03-28,Fortuna Sittard,Go Ahead Eagles,3,1
1992-1993,1993-03-28,MVV,RKC,1,1
1992-1993,1993-03-28,Vitesse,Ajax,2,2
1992-1993,1993-03-28,Willem II,FC Volendam,1,3
1992-1993,1993-03-31,Fortuna Sittard,FC Groningen,1,1
1992-1993,1993-04-04,Ajax,FC Den Bosch,4,0
1992-1993,1993-04-04,Cambuur Leeuwarden,MVV,0,4
1992-1993,1993-04-04,Dordrecht `90,Vitesse,3,3
1992-1993,1993-04-04,FC Volendam,FC Groningen,1,3
1992-1993,1993-04-04,Go Ahead Eagles,FC Utrecht,1,1
1992-1993,1993-04-04,PSV,FC Twente,6,2
1992-1993,1993-04-04,RKC,Feyenoord,1,2
1992-1993,1993-04-04,Roda JC,Willem II,2,0
1992-1993,1993-04-04,Sparta,Fortuna Sittard,1,0
1992-1993,1993-04-12,Dordrecht `90,Go Ahead Eagles,0,0
1992-1993,1993-04-12,FC Groningen,Roda JC,0,0
1992-1993,1993-04-12,FC Twente,FC Volendam,2,1
1992-1993,1993-04-12,FC Utrecht,Sparta,1,1
1992-1993,1993-04-12,Feyenoord,Cambuur Leeuwarden,3,1
1992-1993,1993-04-12,MVV,Ajax,1,1
1992-1993,1993-04-12,Vitesse,FC Den Bosch,2,0
1992-1993,1993-04-12,Willem II,RKC,0,2
1992-1993,1993-04-14,Fortuna Sittard,PSV,1,5
1992-1993,1993-04-18,Cambuur Leeuwarden,Willem II,3,1
1992-1993,1993-04-18,FC Den Bosch,MVV,4,1
1992-1993,1993-04-18,FC Volendam,Fortuna Sittard,2,0
1992-1993,1993-04-18,Go Ahead Eagles,Vitesse,0,3
1992-1993,1993-04-18,PSV,FC Utrecht,3,1
1992-1993,1993-04-18,RKC,FC Groningen,1,2
1992-1993,1993-04-18,Roda JC,FC Twente,2,2
1992-1993,1993-04-18,Sparta,Dordrecht `90,0,0
1992-1993,1993-04-21,Ajax,FC Volendam,1,1
1992-1993,1993-04-25,FC Groningen,FC Utrecht,2,1
1992-1993,1993-04-25,Fortuna Sittard,Roda JC,1,1
1992-1993,1993-05-02,FC Groningen,Cambuur Leeuwarden,0,1
1992-1993,1993-05-02,FC Twente,RKC,0,0
1992-1993,1993-05-02,FC Utrecht,FC Volendam,2,0
1992-1993,1993-05-02,Feyenoord,FC Den Bosch,5,0
1992-1993,1993-05-02,Go Ahead Eagles,Sparta,1,0
1992-1993,1993-05-02,Vitesse,MVV,2,1
1992-1993,1993-05-02,Willem II,Ajax,1,0
1992-1993,1993-05-09,Ajax,Feyenoord,5,2
1992-1993,1993-05-09,Cambuur Leeuwarden,FC Twente,4,2
1992-1993,1993-05-09,FC Den Bosch,Willem II,0,3
1992-1993,1993-05-09,FC Volendam,Dordrecht `90,4,1
1992-1993,1993-05-09,MVV,FC Groningen,1,0
1992-1993,1993-05-09,PSV,Go Ahead Eagles,2,0
1992-1993,1993-05-09,RKC,Fortuna Sittard,1,3
1992-1993,1993-05-09,Roda JC,FC Utrecht,1,3
1992-1993,1993-05-09,Sparta,Vitesse,0,3
1992-1993,1993-05-11,Roda JC,PSV,2,0
1992-1993,1993-05-16,Dordrecht `90,Roda JC,0,1
1992-1993,1993-05-16,FC Groningen,FC Den Bosch,1,1
1992-1993,1993-05-16,FC Twente,Ajax,2,0
1992-1993,1993-05-16,FC Utrecht,RKC,0,1
1992-1993,1993-05-16,Fortuna Sittard,Cambuur Leeuwarden,1,1
1992-1993,1993-05-16,Go Ahead Eagles,FC Volendam,0,0
1992-1993,1993-05-16,Sparta,PSV,2,5
1992-1993,1993-05-16,Vitesse,Feyenoord,1,1
1992-1993,1993-05-16,Willem II,MVV,4,1
1992-1993,1993-05-19,Dordrecht `90,PSV,2,2
1992-1993,1993-05-23,Ajax,FC Groningen,4,0
1992-1993,1993-05-23,Cambuur Leeuwarden,FC Utrecht,1,2
1992-1993,1993-05-23,FC Den Bosch,FC Twente,2,0
1992-1993,1993-05-23,FC Volendam,Sparta,3,3
1992-1993,1993-05-23,Feyenoord,Willem II,3,0
1992-1993,1993-05-23,RKC,Dordrecht `90,0,3
1992-1993,1993-05-23,Roda JC,Go Ahead Eagles,4,0
1992-1993,1993-05-23,Vitesse,PSV,1,0
1992-1993,1993-05-25,MVV,Feyenoord,0,2
1992-1993,1993-05-27,Ajax,Fortuna Sittard,5,1
1992-1993,1993-05-31,FC Groningen,Feyenoord,0,5
1992-1993,1993-05-31,FC Twente,MVV,3,0
1992-1993,1993-05-31,FC Utrecht,Ajax,1,2
1992-1993,1993-05-31,Go Ahead Eagles,RKC,2,4
1992-1993,1993-05-31,PSV,FC Volendam,2,2
1992-1993,1993-05-31,Sparta,Roda JC,2,4
1992-1993,1993-05-31,Willem II,Vitesse,1,2
1992-1993,1993-06-01,Dordrecht `90,Cambuur Leeuwarden,4,0
1992-1993,1993-06-01,Fortuna Sittard,FC Den Bosch,1,1
1993-1994,1993-08-15,Ajax,RKC,3,0
1993-1994,1993-08-15,FC Groningen,PSV,1,2
1993-1994,1993-08-15,FC Twente,VVV,3,0
1993-1994,1993-08-15,FC Volendam,FC Utrecht,2,2
1993-1994,1993-08-15,Feyenoord,Cambuur Leeuwarden,1,0
1993-1994,1993-08-15,Go Ahead Eagles,Vitesse,1,4
1993-1994,1993-08-15,NAC,Roda JC,2,3
1993-1994,1993-08-15,SC Heerenveen,Sparta,1,0
1993-1994,1993-08-15,Willem II,MVV,1,0
1993-1994,1993-08-22,Cambuur Leeuwarden,NAC,1,3
1993-1994,1993-08-22,FC Utrecht,Ajax,1,4
1993-1994,1993-08-22,PSV,Go Ahead Eagles,3,0
1993-1994,1993-08-22,RKC,FC Twente,1,3
1993-1994,1993-08-22,Roda JC,FC Volendam,2,0
1993-1994,1993-08-22,Sparta,Willem II,1,0
1993-1994,1993-08-25,Ajax,Sparta,3,0
1993-1994,1993-08-25,FC Groningen,Roda JC,3,5
1993-1994,1993-08-25,FC Volendam,Cambuur Leeuwarden,4,1
1993-1994,1993-08-25,Feyenoord,FC Twente,1,0
1993-1994,1993-08-25,Go Ahead Eagles,FC Utrecht,4,0
1993-1994,1993-08-25,MVV,RKC,1,1
1993-1994,1993-08-25,NAC,VVV,4,1
1993-1994,1993-08-25,SC Heerenveen,PSV,0,0
1993-1994,1993-08-25,Willem II,Vitesse,0,3
1993-1994,1993-08-29,Cambuur Leeuwarden,FC Groningen,0,2
1993-1994,1993-08-29,FC Twente,NAC,0,1
1993-1994,1993-08-29,FC Utrecht,SC Heerenveen,0,1
1993-1994,1993-08-29,PSV,Willem II,2,1
1993-1994,1993-08-29,Roda JC,Go Ahead Eagles,2,1
1993-1994,1993-08-29,Sparta,MVV,2,2
1993-1994,1993-08-29,Vitesse,Ajax,0,1
1993-1994,1993-08-29,VVV,FC Volendam,2,0
1993-1994,1993-09-01,FC Utrecht,FC Groningen,2,0
1993-1994,1993-09-01,MVV,Ajax,1,1
1993-1994,1993-09-01,RKC,Feyenoord,1,2
1993-1994,1993-09-05,Ajax,PSV,2,0
1993-1994,1993-09-05,FC Groningen,VVV,0,3
1993-1994,1993-09-05,FC Volendam,FC Twente,2,5
1993-1994,1993-09-05,Go Ahead Eagles,Cambuur Leeuwarden,3,0
1993-1994,1993-09-05,MVV,Vitesse,0,2
1993-1994,1993-09-05,NAC,Feyenoord,1,2
1993-1994,1993-09-05,SC Heerenveen,Roda JC,0,0
1993-1994,1993-09-05,Sparta,RKC,1,1
1993-1994,1993-09-05,Willem II,FC Utrecht,4,1
1993-1994,1993-09-08,Cambuur Leeuwarden,SC Heerenveen,1,2
1993-1994,1993-09-08,Feyenoord,FC Volendam,2,0
1993-1994,1993-09-08,PSV,MVV,4,2
1993-1994,1993-09-08,RKC,NAC,1,0
1993-1994,1993-09-08,Roda JC,Willem II,1,1
1993-1994,1993-09-08,Vitesse,Sparta,2,0
1993-1994,1993-09-08,VVV,Go Ahead Eagles,1,0
1993-1994,1993-09-12,Ajax,Roda JC,2,0
1993-1994,1993-09-12,FC Groningen,Feyenoord,0,4
1993-1994,1993-09-12,FC Volendam,NAC,1,3
1993-1994,1993-09-12,Go Ahead Eagles,FC Twente,3,3
1993-1994,1993-09-12,MVV,FC Utrecht,2,1
1993-1994,1993-09-12,SC Heerenveen,VVV,1,0
1993-1994,1993-09-12,Sparta,PSV,0,0
1993-1994,1993-09-12,Vitesse,RKC,4,1
1993-1994,1993-09-12,Willem II,Cambuur Leeuwarden,4,1
1993-1994,1993-09-19,FC Twente,FC Groningen,0,1
1993-1994,1993-09-19,Vitesse,SC Heerenveen,3,0
1993-1994,1993-09-26,FC Twente,SC Heerenveen,2,1
1993-1994,1993-09-26,FC Utrecht,Sparta,3,1
1993-1994,1993-09-26,Feyenoord,Go Ahead Eagles,1,0
1993-1994,1993-09-26,NAC,FC Groningen,2,1
1993-1994,1993-09-26,RKC,FC Volendam,1,3
1993-1994,1993-09-26,Roda JC,MVV,4,1
1993-1994,1993-10-03,Ajax,VVV,2,0
1993-1994,1993-10-03,Go Ahead Eagles,NAC,0,0
1993-1994,1993-10-03,MVV,Cambuur Leeuwarden,0,0
1993-1994,1993-10-03,PSV,RKC,1,1
1993-1994,1993-10-03,SC Heerenveen,Feyenoord,1,3
1993-1994,1993-10-03,Sparta,Roda JC,2,0
1993-1994,1993-10-03,Vitesse,FC Utrecht,2,2
1993-1994,1993-10-03,Willem II,FC Twente,2,0
1993-1994,1993-10-06,VVV,Vitesse,2,1
1993-1994,1993-10-17,Cambuur Leeuwarden,Sparta,1,1
1993-1994,1993-10-17,FC Twente,Ajax,2,1
1993-1994,1993-10-17,FC Utrecht,PSV,0,4
1993-1994,1993-10-17,FC Volendam,Go Ahead Eagles,0,1
1993-1994,1993-10-17,Feyenoord,Willem II,2,0
1993-1994,1993-10-17,NAC,SC Heerenveen,6,0
1993-1994,1993-10-17,RKC,FC Groningen,2,3
1993-1994,1993-10-17,Roda JC,Vitesse,2,1
1993-1994,1993-10-17,VVV,MVV,1,7
1993-1994,1993-10-24,Ajax,Feyenoord,2,2
1993-1994,1993-10-24,FC Utrecht,RKC,3,1
1993-1994,1993-10-24,Go Ahead Eagles,FC Groningen,3,0
1993-1994,1993-10-24,MVV,FC Twente,0,2
1993-1994,1993-10-24,PSV,Roda JC,2,0
1993-1994,1993-10-24,SC Heerenveen,FC Volendam,3,1
1993-1994,1993-10-24,Sparta,VVV,2,2
1993-1994,1993-10-24,Vitesse,Cambuur Leeuwarden,2,1
1993-1994,1993-10-24,Willem II,NAC,2,0
1993-1994,1993-10-27,Cambuur Leeuwarden,Ajax,0,3
1993-1994,1993-10-27,FC Groningen,FC Volendam,0,0
1993-1994,1993-10-27,PSV,Vitesse,0,1
1993-1994,1993-10-27,VVV,Feyenoord,1,1
1993-1994,1993-10-31,Cambuur Leeuwarden,PSV,1,3
1993-1994,1993-10-31,FC Groningen,SC Heerenveen,2,2
1993-1994,1993-10-31,FC Twente,Sparta,0,0
1993-1994,1993-10-31,FC Volendam,Willem II,0,3
1993-1994,1993-10-31,Feyenoord,MVV,4,0
1993-1994,1993-10-31,NAC,Ajax,0,5
1993-1994,1993-10-31,RKC,Go Ahead Eagles,1,2
1993-1994,1993-10-31,Roda JC,FC Utrecht,4,0
1993-1994,1993-11-07,Ajax,FC Volendam,3,1
1993-1994,1993-11-07,FC Utrecht,Cambuur Leeuwarden,2,0
1993-1994,1993-11-07,MVV,NAC,2,1
1993-1994,1993-11-07,PSV,VVV,3,2
1993-1994,1993-11-07,Roda JC,RKC,2,0
1993-1994,1993-11-07,SC Heerenveen,Go Ahead Eagles,1,4
1993-1994,1993-11-07,Sparta,Feyenoord,3,4
1993-1994,1993-11-07,Vitesse,FC Twente,3,0
1993-1994,1993-11-07,Willem II,FC Groningen,4,1
1993-1994,1993-11-14,VVV,Willem II,0,0
1993-1994,1993-11-21,FC Groningen,Ajax,0,4
1993-1994,1993-11-21,FC Volendam,MVV,5,0
1993-1994,1993-11-21,Feyenoord,Vitesse,1,1
1993-1994,1993-11-21,Go Ahead Eagles,Willem II,3,0
1993-1994,1993-11-21,NAC,Sparta,4,3
1993-1994,1993-11-21,RKC,SC Heerenveen,1,1
1993-1994,1993-11-21,VVV,FC Utrecht,1,1
1993-1994,1993-11-28,Ajax,Go Ahead Eagles,4,0
1993-1994,1993-11-28,FC Utrecht,FC Twente,1,0
1993-1994,1993-11-28,PSV,Feyenoord,1,3
1993-1994,1993-11-28,Roda JC,VVV,0,0
1993-1994,1993-11-28,Willem II,SC Heerenveen,1,1
1993-1994,1993-12-05,FC Groningen,Sparta,1,4
1993-1994,1993-12-05,FC Twente,Roda JC,2,1
1993-1994,1993-12-05,FC Volendam,Vitesse,2,0
1993-1994,1993-12-05,Feyenoord,FC Utrecht,1,1
1993-1994,1993-12-05,Go Ahead Eagles,MVV,2,2
1993-1994,1993-12-05,NAC,PSV,2,2
1993-1994,1993-12-05,SC Heerenveen,Ajax,1,4
1993-1994,1993-12-05,VVV,Cambuur Leeuwarden,1,0
1993-1994,1993-12-05,Willem II,RKC,4,1
1993-1994,1993-12-12,Ajax,Willem II,3,1
1993-1994,1993-12-12,Cambuur Leeuwarden,FC Twente,1,1
1993-1994,1993-12-12,FC Utrecht,NAC,0,5
1993-1994,1993-12-12,MVV,SC Heerenveen,3,1
1993-1994,1993-12-12,PSV,FC Volendam,3,0
1993-1994,1993-12-12,RKC,VVV,1,2
1993-1994,1993-12-12,Roda JC,Feyenoord,1,0
1993-1994,1993-12-12,Sparta,Go Ahead Eagles,1,0
1993-1994,1993-12-12,Vitesse,FC Groningen,4,1
1993-1994,1993-12-15,Cambuur Leeuwarden,Roda JC,0,1
1993-1994,1993-12-19,FC Utrecht,FC Volendam,3,1
1993-1994,1993-12-19,MVV,Willem II,1,0
1993-1994,1993-12-19,PSV,FC Groningen,1,1
1993-1994,1993-12-19,Sparta,SC Heerenveen,3,0
1993-1994,1993-12-19,Vitesse,Go Ahead Eagles,5,0
1993-1994,1993-12-19,VVV,FC Twente,0,0
1993-1994,1994-01-09,Cambuur Leeuwarden,RKC,1,1
1993-1994,1994-01-09,FC Twente,PSV,0,0
1993-1994,1994-01-09,Sparta,FC Volendam,4,1
1993-1994,1994-01-09,Vitesse,NAC,3,1
1993-1994,1994-01-16,Ajax,MVV,4,1
1993-1994,1994-01-16,FC Groningen,FC Utrecht,4,1
1993-1994,1994-01-16,FC Twente,RKC,2,1
1993-1994,1994-01-16,Feyenoord,VVV,5,0
1993-1994,1994-01-16,Go Ahead Eagles,PSV,0,4
1993-1994,1994-01-16,NAC,Cambuur Leeuwarden,2,0
1993-1994,1994-01-16,SC Heerenveen,Vitesse,0,4
1993-1994,1994-01-16,Willem II,Sparta,5,1
1993-1994,1994-01-22,Cambuur Leeuwarden,FC Volendam,3,1
1993-1994,1994-01-22,PSV,SC Heerenveen,1,1
1993-1994,1994-01-22,VVV,NAC,1,1
1993-1994,1994-01-26,MVV,FC Groningen,2,0
1993-1994,1994-01-30,Ajax,Vitesse,3,1
1993-1994,1994-01-30,FC Groningen,Cambuur Leeuwarden,2,2
1993-1994,1994-01-30,FC Volendam,VVV,1,1
1993-1994,1994-01-30,Feyenoord,RKC,1,1
1993-1994,1994-01-30,Go Ahead Eagles,Roda JC,3,1
1993-1994,1994-01-30,MVV,Sparta,0,0
1993-1994,1994-01-30,NAC,FC Twente,2,1
1993-1994,1994-01-30,SC Heerenveen,FC Utrecht,1,0
1993-1994,1994-01-30,Willem II,PSV,1,1
1993-1994,1994-02-02,RKC,Ajax,0,3
1993-1994,1994-02-02,Roda JC,NAC,1,2
1993-1994,1994-02-06,Cambuur Leeuwarden,Go Ahead Eagles,1,0
1993-1994,1994-02-06,FC Twente,FC Volendam,2,0
1993-1994,1994-02-06,FC Utrecht,Willem II,1,1
1993-1994,1994-02-06,Feyenoord,NAC,1,1
1993-1994,1994-02-06,PSV,Ajax,4,1
1993-1994,1994-02-06,RKC,Sparta,3,1
1993-1994,1994-02-06,Roda JC,SC Heerenveen,1,1
1993-1994,1994-02-06,Vitesse,MVV,1,3
1993-1994,1994-02-06,VVV,FC Groningen,1,3
1993-1994,1994-02-13,FC Utrecht,Go Ahead Eagles,2,0
1993-1994,1994-02-13,FC Volendam,Roda JC,2,0
1993-1994,1994-02-13,Sparta,Ajax,0,1
1993-1994,1994-02-13,Vitesse,Willem II,0,1
1993-1994,1994-02-20,Ajax,FC Utrecht,3,0
1993-1994,1994-02-20,FC Groningen,FC Twente,1,1
1993-1994,1994-02-20,FC Volendam,Feyenoord,0,1
1993-1994,1994-02-20,Go Ahead Eagles,VVV,2,0
1993-1994,1994-02-20,MVV,PSV,2,1
1993-1994,1994-02-20,NAC,RKC,3,0
1993-1994,1994-02-20,SC Heerenveen,Cambuur Leeuwarden,1,2
1993-1994,1994-02-20,Sparta,Vitesse,4,1
1993-1994,1994-02-20,Willem II,Roda JC,0,3
1993-1994,1994-02-23,Cambuur Leeuwarden,Feyenoord,0,0
1993-1994,1994-02-27,FC Twente,Go Ahead Eagles,1,1
1993-1994,1994-02-27,FC Utrecht,MVV,3,0
1993-1994,1994-03-02,Feyenoord,SC Heerenveen,0,0
1993-1994,1994-03-06,Ajax,Cambuur Leeuwarden,3,2
1993-1994,1994-03-06,FC Groningen,NAC,0,0
1993-1994,1994-03-06,FC Volendam,RKC,3,1
1993-1994,1994-03-06,Go Ahead Eagles,Feyenoord,1,1
1993-1994,1994-03-06,MVV,Roda JC,1,0
1993-1994,1994-03-06,Sparta,FC Utrecht,3,2
1993-1994,1994-03-06,Vitesse,PSV,0,0
1993-1994,1994-03-06,Willem II,VVV,3,0
1993-1994,1994-03-09,RKC,MVV,0,2
1993-1994,1994-03-09,Roda JC,FC Groningen,2,0
1993-1994,1994-03-09,SC Heerenveen,FC Twente,2,2
1993-1994,1994-03-13,Cambuur Leeuwarden,MVV,2,1
1993-1994,1994-03-13,FC Twente,Feyenoord,1,1
1993-1994,1994-03-13,FC Utrecht,Vitesse,2,1
1993-1994,1994-03-13,FC Volendam,FC Groningen,1,0
1993-1994,1994-03-13,NAC,Go Ahead Eagles,2,2
1993-1994,1994-03-13,RKC,PSV,1,1
1993-1994,1994-03-13,Roda JC,Sparta,4,0
1993-1994,1994-03-13,VVV,Ajax,0,1
1993-1994,1994-03-20,FC Groningen,RKC,1,2
1993-1994,1994-03-20,Go Ahead Eagles,FC Volendam,0,1
1993-1994,1994-03-20,MVV,VVV,0,0
1993-1994,1994-03-20,PSV,FC Utrecht,1,0
1993-1994,1994-03-20,SC Heerenveen,NAC,1,3
1993-1994,1994-03-20,Sparta,Cambuur Leeuwarden,4,0
1993-1994,1994-03-20,Vitesse,Roda JC,1,3
1993-1994,1994-03-20,Willem II,Feyenoord,2,1
1993-1994,1994-03-27,Cambuur Leeuwarden,Vitesse,1,3
1993-1994,1994-03-27,FC Groningen,Go Ahead Eagles,3,1
1993-1994,1994-03-27,FC Twente,MVV,4,2
1993-1994,1994-03-27,FC Volendam,SC Heerenveen,3,0
1993-1994,1994-03-27,Feyenoord,Ajax,2,1
1993-1994,1994-03-27,NAC,Willem II,1,1
1993-1994,1994-03-27,RKC,FC Utrecht,3,0
1993-1994,1994-03-27,Roda JC,PSV,4,0
1993-1994,1994-03-27,VVV,Sparta,1,4
1993-1994,1994-03-31,FC Twente,Willem II,4,0
1993-1994,1994-04-04,FC Utrecht,Roda JC,1,1
1993-1994,1994-04-04,Go Ahead Eagles,RKC,2,0
1993-1994,1994-04-04,MVV,Feyenoord,1,1
1993-1994,1994-04-04,PSV,Cambuur Leeuwarden,2,0
1993-1994,1994-04-04,Sparta,FC Twente,2,5
1993-1994,1994-04-04,Vitesse,VVV,4,0
1993-1994,1994-04-04,Willem II,FC Volendam,0,2
1993-1994,1994-04-06,Ajax,NAC,5,0
1993-1994,1994-04-06,SC Heerenveen,FC Groningen,2,0
1993-1994,1994-04-10,Cambuur Leeuwarden,FC Utrecht,2,1
1993-1994,1994-04-10,FC Groningen,Willem II,4,1
1993-1994,1994-04-10,FC Twente,Vitesse,0,1
1993-1994,1994-04-10,Feyenoord,Sparta,5,1
1993-1994,1994-04-10,Go Ahead Eagles,SC Heerenveen,2,3
1993-1994,1994-04-10,NAC,MVV,1,4
1993-1994,1994-04-10,RKC,Roda JC,1,1
1993-1994,1994-04-10,VVV,PSV,0,3
1993-1994,1994-04-13,FC Volendam,Ajax,1,0
1993-1994,1994-04-13,PSV,FC Twente,3,2
1993-1994,1994-04-17,Ajax,FC Twente,6,0
1993-1994,1994-04-17,FC Utrecht,VVV,2,3
1993-1994,1994-04-17,MVV,FC Volendam,1,1
1993-1994,1994-04-17,Roda JC,Cambuur Leeuwarden,1,1
1993-1994,1994-04-17,SC Heerenveen,RKC,0,3
