season,date,home_team,away_team,home_score,away_score
2002-2003,2003-02-23,FC Utrecht,Ajax,1,0
2002-2003,2003-02-23,FC Zwolle,RKC Waalwijk,2,1
2002-2003,2003-02-23,Feyenoord,FC Groningen,4,1
2002-2003,2003-02-25,NEC,Willem II,1,0
2002-2003,2003-02-26,FC Utrecht,SC Heerenveen,2,2
2002-2003,2003-02-28,De Graafschap,Roda JC,1,1
2002-2003,2003-02-28,RBC Roosendaal,Willem II,1,0
2002-2003,2003-03-01,Excelsior,RKC Waalwijk,1,2
2002-2003,2003-03-01,FC Twente,AZ,0,0
2002-2003,2003-03-01,SC Heerenveen,PSV,0,1
2002-2003,2003-03-02,Ajax,Vitesse,2,0
2002-2003,2003-03-02,FC Groningen,FC Zwolle,4,0
2002-2003,2003-03-02,Feyenoord,NAC Breda,2,1
2002-2003,2003-03-07,AZ,Roda JC,1,0
2002-2003,2003-03-08,Excelsior,Feyenoord,2,6
2002-2003,2003-03-08,FC Zwolle,Ajax,0,5
2002-2003,2003-03-08,NAC Breda,De Graafschap,1,0
2002-2003,2003-03-08,PSV,NEC,2,1
2002-2003,2003-03-08,Willem II,FC Twente,1,2
2002-2003,2003-03-09,FC Groningen,RBC Roosendaal,1,0
2002-2003,2003-03-09,RKC Waalwijk,SC Heerenveen,3,0
2002-2003,2003-03-09,Vitesse,FC Utrecht,1,4
2002-2003,2003-03-12,De Graafschap,FC Utrecht,1,0
2002-2003,2003-03-15,De Graafschap,RKC Waalwijk,2,4
2002-2003,2003-03-15,FC Zwolle,RBC Roosendaal,1,1
2002-2003,2003-03-15,Roda JC,NAC Breda,0,0
2002-2003,2003-03-15,SC Heerenveen,FC Twente,3,0
2002-2003,2003-03-15,Vitesse,PSV,0,5
2002-2003,2003-03-16,Ajax,Excelsior,2,1
2002-2003,2003-03-16,AZ,FC Utrecht,2,0
2002-2003,2003-03-16,FC Groningen,Willem II,1,1
2002-2003,2003-03-16,NEC,Feyenoord,1,2
2002-2003,2003-03-21,Excelsior,FC Zwolle,0,1
2002-2003,2003-03-22,AZ,De Graafschap,3,1
2002-2003,2003-03-22,FC Twente,RKC Waalwijk,2,1
2002-2003,2003-03-22,Feyenoord,SC Heerenveen,5,0
2002-2003,2003-03-22,RBC Roosendaal,Vitesse,3,1
2002-2003,2003-03-22,Roda JC,NEC,2,1
2002-2003,2003-03-23,FC Utrecht,FC Groningen,0,0
2002-2003,2003-03-23,NAC Breda,Willem II,0,0
2002-2003,2003-03-23,PSV,Ajax,2,0
2002-2003,2003-04-05,Ajax,RBC Roosendaal,4,1
2002-2003,2003-04-05,De Graafschap,Feyenoord,3,4
2002-2003,2003-04-05,FC Twente,NAC Breda,0,0
2002-2003,2003-04-05,SC Heerenveen,Roda JC,3,2
2002-2003,2003-04-05,Vitesse,FC Groningen,0,0
